mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestregressor__max_depth,param_randomforestregressor__max_samples,param_randomforestregressor__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
5.377448956171672,0.42313115190937406,0.17000444730122885,0.023850117541221943,3,0.8,300,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.8, 'randomforestregressor__n_estimators': 300}",0.6528055594696176,0.7521515409374135,0.7387017386434804,0.7145529463501705,0.04400590214481827,24
6.892451047897339,0.5383698541434958,0.20778735478719076,0.015585240217573754,3,0.8,400,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.8, 'randomforestregressor__n_estimators': 400}",0.6520660224242312,0.7529844251614137,0.7396574231804413,0.7149026235886954,0.044764056115568655,23
8.413114388783773,0.47220852984665856,0.23334606488545737,0.017865174436296226,3,0.8,500,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.8, 'randomforestregressor__n_estimators': 500}",0.652477437048854,0.7533883333824258,0.7398637836722514,0.7152431847011771,0.04472421171268847,21
1.8226828575134277,0.1812974974461001,0.06296523412068684,0.005067529616077882,3,0.9,100,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 100}",0.6479202757346154,0.750487234160846,0.7384128062586608,0.7122734387180407,0.045770770452839164,30
3.6387205918629966,0.20438507655152036,0.11054229736328125,0.0013377789626718632,3,0.9,200,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 200}",0.6498691061171382,0.7513563953293034,0.7392370268315832,0.7134875094260082,0.045256275460783126,26
5.203603903452556,0.10264953972288861,0.137315034866333,0.012649810610482036,3,0.9,300,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 300}",0.6514982480018285,0.7501824126224167,0.7377792571724816,0.7131533059322424,0.043889780075250774,29
7.175892273585002,0.12509267742956107,0.1926255226135254,0.0042309857690119605,3,0.9,400,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 400}",0.6509874145292949,0.7511608557663846,0.7382950466173194,0.7134811056376663,0.044500774019683796,27
8.672939777374268,0.2165488080173892,0.2565552393595378,0.024228746786505433,3,0.9,500,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 500}",0.6513129996792759,0.7514997623344917,0.7387446152945711,0.7138524591027796,0.04452760516608802,25
1.5010635058085124,0.12496314275586058,0.059114933013916016,0.0026326076582449667,3,0.7,100,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 100}",0.6521136816714657,0.7537880237124804,0.7415731599994178,0.715824955127788,0.04532582411791231,20
3.1376715501149497,0.12297209843992192,0.10149399439493816,0.008060762108589307,3,0.7,200,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 200}",0.6541093716222302,0.7554225247643294,0.7433259125739848,0.7176192696535147,0.04517899488020974,16
4.505772034327189,0.07365937137826807,0.13442079226175943,0.021664940071771867,3,0.7,300,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 300}",0.6538635827589798,0.7548017093747357,0.7419166862728999,0.7168606594688717,0.04485517220698724,19
6.120455662409465,0.19126109478699285,0.19038613637288412,0.012346564026066823,3,0.7,400,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 400}",0.6527437997494852,0.7553480254464837,0.7425999380325914,0.7168972544095201,0.04566090772780679,18
7.6948897043863935,0.3577321465209068,0.2429057757059733,0.017199359192271852,3,0.7,500,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 500}",0.6529259519299498,0.7557820241039489,0.7425321596288936,0.7170800452209308,0.04568515799573386,17
2.0291100343068442,0.05435216071926219,0.06729936599731445,0.009170250769639648,4,0.8,100,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.8, 'randomforestregressor__n_estimators': 100}",0.681010336961666,0.7861307113328444,0.7695397014528206,0.7455602499157771,0.046143499715541304,10
4.168675661087036,0.22083411330347286,0.13350280125935873,0.04004963706756562,4,0.8,200,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.8, 'randomforestregressor__n_estimators': 200}",0.682093525061258,0.7871910010967758,0.770631497270871,0.7466386744763015,0.04613828147715492,5
5.659231344858806,0.5375586825461243,0.10752073923746745,0.028661563110030472,4,0.8,300,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.8, 'randomforestregressor__n_estimators': 300}",0.6818990726376482,0.7862606614219929,0.7698749501993358,0.746011561419659,0.045825257201938134,9
5.972553888956706,0.3770704025306676,0.11802927652994792,0.002747796602862859,4,0.8,400,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.8, 'randomforestregressor__n_estimators': 400}",0.6808203324256892,0.7864526712508317,0.7711715303926931,0.7461481780230713,0.04661311599595206,7
6.606383879979451,0.6098095050863153,0.1509685516357422,0.0273046975950452,4,0.8,500,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.8, 'randomforestregressor__n_estimators': 500}",0.6804149143533778,0.7863219777853618,0.7714894947219073,0.7460754622868823,0.046822226236784545,8
1.3151392141977947,0.049382350100361835,0.04484065373738607,0.004081048114112656,4,0.9,100,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 100}",0.6767709418819604,0.7853504433598908,0.7689665891267163,0.7436959914561893,0.04779350977743185,15
2.4529432455698648,0.01594958030958152,0.06859580675760905,0.005523021642807065,4,0.9,200,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 200}",0.6791837226129436,0.7861931707266432,0.7698246152506787,0.7450671695300884,0.04706345953678303,13
4.20551609992981,0.08637963288491528,0.09501330057779948,0.025068266322643907,4,0.9,300,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 300}",0.6802564187614066,0.785692102730847,0.7688974811237399,0.7449486675386646,0.046255306849596146,14
5.130517562230428,0.325434507282952,0.10759607950846355,0.006112368151412531,4,0.9,400,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 400}",0.6802596606926778,0.7857748454024651,0.7698936070179245,0.7453093710376892,0.04645178177518458,12
6.103703578313191,0.0907655669829336,0.11252808570861816,0.012757192040806291,4,0.9,500,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 500}",0.6800778374416847,0.7859367152143006,0.7702246716425614,0.7454130747661822,0.046642162653450295,11
1.1942389806111653,0.036696123967480836,0.04051431020100912,0.0082716797047108,4,0.7,100,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 100}",0.6816040046450009,0.7880536415723136,0.7700737416421479,0.7465771292864876,0.04652561584498948,6
2.0528128147125244,0.0704201227242041,0.05241473515828451,0.006434861230779347,4,0.7,200,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 200}",0.6822480508005838,0.7880034238953242,0.7722726780828211,0.7475080509262431,0.04659051980288963,1
2.778228759765625,0.08827708376802429,0.07528901100158691,0.008318691915842679,4,0.7,300,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 300}",0.6825108721123752,0.7871663387559269,0.7711559765023615,0.7469443957902211,0.04602783328255673,2
3.4101486206054688,0.04031303334877458,0.07801381746927898,0.005469179748615174,4,0.7,400,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 400}",0.6809301964190873,0.7872388550299633,0.7717770907525104,0.746648714067187,0.046896760442775264,4
3.666086117426554,0.23193936785818156,0.08035604159037273,0.004546568974194374,4,0.7,500,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 500}",0.6805025496175381,0.7877210873613982,0.7721729547001996,0.7467988638930453,0.04730635667081945,3
