mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestregressor__max_depth,param_randomforestregressor__max_samples,param_randomforestregressor__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.1308943430582683,0.014351667439788619,0.030266602834065754,0.007215429607060326,3,0.9,100,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 100}",0.6479202757346154,0.750487234160846,0.7384128062586608,0.7122734387180407,0.045770770452839164,20
2.284466028213501,0.0828645548497525,0.053661743799845375,0.006943415385397165,3,0.9,200,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 200}",0.6498691061171382,0.7513563953293034,0.7392370268315832,0.7134875094260082,0.045256275460783126,17
3.2131444613138833,0.15033391926566106,0.09256203969319661,0.007120510614473727,3,0.9,300,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 300}",0.6514982480018285,0.7501824126224167,0.7377792571724816,0.7131533059322424,0.043889780075250774,19
3.955043156941732,0.24231276938969123,0.09292411804199219,0.011890029554661197,3,0.9,400,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 400}",0.6509874145292949,0.7511608557663846,0.7382950466173194,0.7134811056376663,0.044500774019683796,18
4.573046525319417,0.27276865855530796,0.10922582944234212,0.011088892039014236,3,0.9,500,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 500}",0.6513129996792759,0.7514997623344917,0.7387446152945711,0.7138524591027796,0.04452760516608802,16
0.8586547374725342,0.0784289451577003,0.03010249137878418,0.003165896282294996,3,0.7,100,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 100}",0.6521136816714657,0.7537880237124804,0.7415731599994178,0.715824955127788,0.04532582411791231,15
1.4180065790812175,0.04918646488882925,0.04523634910583496,0.009287416172776397,3,0.7,200,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 200}",0.6541093716222302,0.7554225247643294,0.7433259125739848,0.7176192696535147,0.04517899488020974,11
2.102159023284912,0.07487390362442199,0.06650018692016602,0.0005984672975897156,3,0.7,300,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 300}",0.6538635827589798,0.7548017093747357,0.7419166862728999,0.7168606594688717,0.04485517220698724,14
2.7995046774546304,0.030784971392748134,0.07338992754618327,0.005614898772779487,3,0.7,400,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 400}",0.6527437997494852,0.7553480254464837,0.7425999380325914,0.7168972544095201,0.04566090772780679,13
3.503879944483439,0.07520086582344256,0.1005571683247884,0.012786882690672345,3,0.7,500,"{'randomforestregressor__max_depth': 3, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 500}",0.6529259519299498,0.7557820241039489,0.7425321596288936,0.7170800452209308,0.04568515799573386,12
0.9476907253265381,0.021543503855118003,0.024831612904866535,0.004569287336322543,4,0.9,100,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 100}",0.6767709418819604,0.7853504433598908,0.7689665891267163,0.7436959914561893,0.04779350977743185,10
1.9369131724039714,0.037294190013823066,0.04665350914001465,0.002831292914421404,4,0.9,200,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 200}",0.6791837226129436,0.7861931707266432,0.7698246152506787,0.7450671695300884,0.04706345953678303,8
2.902011235555013,0.08080383890526585,0.09580270449320476,0.024802176688970928,4,0.9,300,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 300}",0.6802564187614066,0.785692102730847,0.7688974811237399,0.7449486675386646,0.046255306849596146,9
3.9112118085225425,0.1106527540390026,0.0912930965423584,0.006218817103182714,4,0.9,400,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 400}",0.6802596606926778,0.7857748454024651,0.7698936070179245,0.7453093710376892,0.04645178177518458,7
4.847074508666992,0.09691531808422461,0.11497751871744792,0.01244029030163207,4,0.9,500,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.9, 'randomforestregressor__n_estimators': 500}",0.6800778374416847,0.7859367152143006,0.7702246716425614,0.7454130747661822,0.046642162653450295,6
0.9016861120859782,0.02510017886859375,0.03410204251607259,0.001796638764696194,4,0.7,100,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 100}",0.6816040046450009,0.7880536415723136,0.7700737416421479,0.7465771292864876,0.04652561584498948,5
1.735003391901652,0.04230694717135159,0.055989742279052734,0.012435727999339586,4,0.7,200,"{'randomforestregressor__max_depth': 4, 'randomforestregressor__max_samples': 0.7, 'randomforestregressor__n_estimators': 200}",0.6822480508005838,0.7880034238953242,0.7722726780828211,0.7475080509262431,0.04659051980288963,1
